step,epoch,loss,ema_loss,grad_norm,learning_rate
1,0.00034338448331366027,0.7376,0.7376,0.9372059106826782,0.0
2,0.0006867689666273205,0.7307,0.7369100000000001,0.8419211506843567,2.5000000000000004e-07
3,0.0010301534499409808,0.8937,0.7525890000000002,0.8602398633956909,5.000000000000001e-07
4,0.001373537933254641,0.7672,0.7540501000000002,0.8045591115951538,7.5e-07
5,0.0017169224165683014,0.7264,0.7512850900000002,1.0732475519180298,1.0000000000000002e-06
6,0.0020603068998819615,0.7581,0.7519665810000002,0.8322855830192566,1.25e-06
7,0.002403691383195622,0.7056,0.7473299229000002,1.0196572542190552,1.5e-06
8,0.002747075866509282,0.6357,0.7361669306100003,0.8067474961280823,1.75e-06
9,0.0030904603498229425,0.7387,0.7364202375490002,0.8125175833702087,2.0000000000000003e-06
10,0.003433844833136603,0.8478,0.7475582137941001,1.2104604244232178,2.25e-06
11,0.0037772293164502627,0.7356,0.7463623924146902,0.8669707179069519,2.5e-06
12,0.004120613799763923,0.7699,0.7487161531732212,0.3524652421474457,2.7500000000000004e-06
13,0.004463998283077583,0.6954,0.7433845378558991,0.43509534001350403,3e-06
14,0.004807382766391244,0.7248,0.7415260840703092,0.31001025438308716,3.2500000000000002e-06
15,0.005150767249704904,0.8283,0.7502034756632783,0.6443323493003845,3.5e-06
16,0.005494151733018564,0.7237,0.7475531280969505,0.31141549348831177,3.7500000000000005e-06
17,0.005837536216332225,0.7282,0.7456178152872555,0.22857333719730377,4.000000000000001e-06
18,0.006180920699645885,0.6466,0.73571603375853,0.23162110149860382,4.25e-06
19,0.006524305182959545,0.6625,0.728394430382677,0.20566138625144958,4.5e-06
20,0.006867689666273206,0.8387,0.7394249873444093,0.3055450916290283,4.75e-06
21,0.007211074149586866,0.6343,0.7289124886099684,0.18453045189380646,5e-06
22,0.007554458632900525,0.7569,0.7317112397489716,0.20622768998146057,5.2500000000000006e-06
23,0.007897843116214186,0.5745,0.7159901157740745,0.21296173334121704,5.500000000000001e-06
24,0.008241227599527846,0.8013,0.724521104196667,0.20752540230751038,5.75e-06
25,0.008584612082841506,0.6553,0.7175989937770003,0.20773343741893768,6e-06
26,0.008927996566155167,0.7022,0.7160590943993004,0.23266619443893433,6.25e-06
27,0.009271381049468827,0.6652,0.7109731849593703,0.22333435714244843,6.5000000000000004e-06
28,0.009614765532782487,0.7429,0.7141658664634333,0.17801393568515778,6.750000000000001e-06
29,0.009958150016096148,0.7717,0.7199192798170899,0.18099038302898407,7e-06
30,0.010301534499409808,0.7608,0.724007351835381,0.22139164805412292,7.25e-06
31,0.010644918982723468,0.7378,0.7253866166518429,0.19404226541519165,7.500000000000001e-06
32,0.010988303466037129,0.6637,0.7192179549866586,0.17127647995948792,7.75e-06
33,0.011331687949350789,0.6237,0.7096661594879928,0.16131068766117096,8.000000000000001e-06
34,0.01167507243266445,0.761,0.7147995435391936,0.18195566534996033,8.25e-06
35,0.01201845691597811,0.6837,0.7116895891852744,0.1591491401195526,8.5e-06
36,0.01236184139929177,0.7816,0.718680630266747,0.184696763753891,8.750000000000001e-06
37,0.01270522588260543,0.7023,0.7170425672400723,0.18651728332042694,9e-06
38,0.01304861036591909,0.6245,0.7077883105160651,0.17186833918094635,9.250000000000001e-06
39,0.013391994849232751,0.6558,0.7025894794644585,0.17274808883666992,9.5e-06
40,0.013735379332546411,0.7339,0.7057205315180126,0.16004709899425507,9.75e-06
41,0.014078763815860072,0.6652,0.7016684783662114,0.17580048739910126,1e-05
42,0.014422148299173732,0.7627,0.7077716305295902,0.1735747754573822,1.025e-05
43,0.014765532782487392,0.7921,0.7162044674766312,0.16379229724407196,1.0500000000000001e-05
44,0.01510891726580105,0.6792,0.7125040207289681,0.1570315957069397,1.075e-05
45,0.015452301749114711,0.6244,0.7036936186560714,0.16290999948978424,1.1000000000000001e-05
46,0.01579568623242837,0.7477,0.7080942567904642,0.15335682034492493,1.125e-05
47,0.016139070715742034,0.6697,0.7042548311114178,0.1645219624042511,1.15e-05
48,0.016482455199055692,0.6461,0.6984393480002762,0.15213580429553986,1.1750000000000001e-05
49,0.016825839682369354,0.6703,0.6956254132002486,0.16842328011989594,1.2e-05
50,0.017169224165683013,0.8069,0.7067528718802238,0.17131446301937103,1.2250000000000001e-05
51,0.017512608648996675,0.7164,0.7077175846922015,0.16874955594539642,1.25e-05
52,0.017855993132310333,0.6909,0.7060358262229813,0.14797110855579376,1.275e-05
53,0.018199377615623995,0.6566,0.7010922436006832,0.15179479122161865,1.3000000000000001e-05
54,0.018542762098937654,0.742,0.705183019240615,0.14419032633304596,1.325e-05
55,0.018886146582251316,0.6801,0.7026747173165535,0.14996683597564697,1.3500000000000001e-05
56,0.019229531065564975,0.6533,0.6977372455848981,0.15209554135799408,1.375e-05
57,0.019572915548878637,0.6677,0.6947335210264083,0.14624719321727753,1.4e-05
58,0.019916300032192295,0.6382,0.6890801689237674,0.14159268140792847,1.425e-05
59,0.020259684515505954,0.6689,0.6870621520313908,0.1368151754140854,1.45e-05
60,0.020603068998819616,0.6629,0.6846459368282517,0.1485910713672638,1.4750000000000003e-05
61,0.020946453482133275,0.8104,0.6972213431454265,0.15358006954193115,1.5000000000000002e-05
62,0.021289837965446937,0.6819,0.6956892088308838,0.1386503279209137,1.525e-05
63,0.021633222448760595,0.7447,0.7005902879477954,0.14823298156261444,1.55e-05
64,0.021976606932074257,0.6436,0.6948912591530159,0.160132497549057,1.575e-05
65,0.022319991415387916,0.7542,0.7008221332377144,0.17062799632549286,1.6000000000000003e-05
66,0.022663375898701578,0.6217,0.692909919913943,0.13823813199996948,1.6250000000000002e-05
67,0.023006760382015237,0.5924,0.6828589279225487,0.1441044956445694,1.65e-05
68,0.0233501448653289,0.5648,0.6710530351302938,0.13299965858459473,1.675e-05
69,0.023693529348642557,0.6739,0.6713377316172644,0.14179956912994385,1.7e-05
70,0.02403691383195622,0.7657,0.680773958455538,0.1740942746400833,1.7250000000000003e-05
71,0.024380298315269878,0.7783,0.6905265626099841,0.1479904055595398,1.7500000000000002e-05
72,0.02472368279858354,0.7286,0.6943339063489857,0.1429203450679779,1.775e-05
73,0.0250670672818972,0.7389,0.6987905157140872,0.15060818195343018,1.8e-05
74,0.02541045176521086,0.7197,0.7008814641426785,0.15051448345184326,1.825e-05
75,0.02575383624852452,0.7669,0.7074833177284107,0.13876916468143463,1.8500000000000002e-05
76,0.02609722073183818,0.6554,0.7022749859555697,0.1340436041355133,1.8750000000000002e-05
77,0.02644060521515184,0.6516,0.6972074873600127,0.13462688028812408,1.9e-05
78,0.026783989698465502,0.7803,0.7055167386240115,0.14780262112617493,1.925e-05
79,0.02712737418177916,0.7947,0.7144350647616104,0.14843380451202393,1.95e-05
80,0.027470758665092822,0.5513,0.6981215582854494,0.14364296197891235,1.9750000000000002e-05
81,0.02781414314840648,0.6837,0.6966794024569045,0.14097046852111816,2e-05
82,0.028157527631720143,0.6926,0.696271462211214,0.15056057274341583,1.999294034592305e-05
83,0.0285009121150338,0.6805,0.6946943159900927,0.1394529640674591,1.99858806918461e-05
84,0.028844296598347464,0.6773,0.6929548843910834,0.14938071370124817,1.997882103776915e-05
85,0.029187681081661122,0.616,0.685259395951975,0.14519917964935303,1.99717613836922e-05
86,0.029531065564974784,0.7178,0.6885134563567775,0.15026012063026428,1.996470172961525e-05
87,0.029874450048288443,0.7703,0.6966921107210998,0.1440887302160263,1.99576420755383e-05
88,0.0302178345316021,0.7276,0.6997828996489899,0.15192700922489166,1.995058242146135e-05
89,0.030561219014915764,0.6893,0.698734609684091,0.15899723768234253,1.99435227673844e-05
90,0.030904603498229422,0.629,0.6917611487156818,0.1414538025856018,1.993646311330745e-05
91,0.031247987981543084,0.6652,0.6891050338441137,0.1332615464925766,1.9929403459230497e-05
92,0.03159137246485674,0.6004,0.6802345304597023,0.1406003087759018,1.992234380515355e-05
93,0.031934756948170405,0.6536,0.677571077413732,0.13142025470733643,1.99152841510766e-05
94,0.03227814143148407,0.7674,0.6865539696723588,0.2643480896949768,1.9908224496999647e-05
95,0.03262152591479772,0.6348,0.6813785727051229,0.14120325446128845,1.9901164842922696e-05
96,0.032964910398111384,0.7064,0.6838807154346107,0.14767032861709595,1.989410518884575e-05
97,0.033308294881425046,0.7057,0.6860626438911497,0.15797406435012817,1.9887045534768797e-05
98,0.03365167936473871,0.6541,0.6828663795020347,0.14611130952835083,1.9879985880691846e-05
99,0.03399506384805236,0.6635,0.6809297415518313,0.13979966938495636,1.98729262266149e-05
100,0.034338448331366025,0.6977,0.6826067673966482,0.1415901780128479,1.9865866572537947e-05
101,0.03468183281467969,0.7656,0.6909060906569833,0.15969915688037872,1.9858806918460996e-05
102,0.03502521729799335,0.699,0.6917154815912849,0.1421862542629242,1.985174726438405e-05
103,0.035368601781307005,0.6796,0.6905039334321564,0.14013314247131348,1.9844687610307097e-05
104,0.03571198626462067,0.7582,0.6972735400889408,0.1412333995103836,1.9837627956230146e-05
105,0.03605537074793433,0.6881,0.6963561860800468,0.13393782079219818,1.98305683021532e-05
106,0.03639875523124799,0.6552,0.6922405674720421,0.15480002760887146,1.9823508648076247e-05
107,0.036742139714561646,0.697,0.6927165107248379,0.13328123092651367,1.9816448993999296e-05
108,0.03708552419787531,0.6754,0.6909848596523541,0.1357143372297287,1.9809389339922345e-05
109,0.03742890868118897,0.6425,0.6861363736871188,0.16614218056201935,1.9802329685845397e-05
110,0.03777229316450263,0.6882,0.6863427363184069,0.14568009972572327,1.9795270031768446e-05
111,0.03811567764781629,0.6754,0.6852484626865663,0.1407284289598465,1.9788210377691495e-05
112,0.03845906213112995,0.7472,0.6914436164179096,0.14613159000873566,1.9781150723614544e-05
113,0.03880244661444361,0.69,0.6912992547761186,0.15122421085834503,1.9774091069537596e-05
114,0.039145831097757273,0.8651,0.7086793292985067,0.15746380388736725,1.9767031415460645e-05
115,0.03948921558107093,0.6425,0.7020613963686562,0.13992580771446228,1.9759971761383694e-05
116,0.03983260006438459,0.6692,0.6987752567317905,0.14077487587928772,1.9752912107306743e-05
117,0.04017598454769825,0.8191,0.7108077310586115,0.14598296582698822,1.9745852453229792e-05
118,0.04051936903101191,0.5324,0.6929669579527503,0.12259962409734726,1.9738792799152844e-05
119,0.04086275351432557,0.6446,0.6881302621574753,0.1602771133184433,1.9731733145075893e-05
120,0.04120613799763923,0.6979,0.6891072359417278,0.15296296775341034,1.9724673490998942e-05
121,0.041549522480952894,0.6355,0.6837465123475551,0.14860866963863373,1.971761383692199e-05
122,0.04189290696426655,0.714,0.6867718611127996,0.14610382914543152,1.9710554182845043e-05
123,0.04223629144758021,0.7554,0.6936346750015197,0.2450534552335739,1.9703494528768092e-05
124,0.04257967593089387,0.7285,0.6971212075013676,0.1557725965976715,1.969643487469114e-05
125,0.042923060414207535,0.6411,0.6915190867512309,0.1513177752494812,1.968937522061419e-05
126,0.04326644489752119,0.7404,0.6964071780761077,0.15881893038749695,1.9682315566537242e-05
127,0.04360982938083485,0.7346,0.700226460268497,0.15589065849781036,1.967525591246029e-05
128,0.043953213864148515,0.6882,0.6990238142416473,0.123575359582901,1.966819625838334e-05
129,0.04429659834746218,0.7249,0.7016114328174825,0.14071829617023468,1.966113660430639e-05
130,0.04463998283077583,0.7691,0.7083602895357343,0.14928704500198364,1.965407695022944e-05
131,0.044983367314089494,0.6513,0.7026542605821609,0.1271640807390213,1.964701729615249e-05
132,0.045326751797403156,0.6369,0.6960788345239448,0.1541764736175537,1.963995764207554e-05
133,0.04567013628071682,0.715,0.6979709510715504,0.14307913184165955,1.9632897987998588e-05
134,0.04601352076403047,0.7036,0.6985338559643953,0.1594940423965454,1.962583833392164e-05
135,0.046356905247344135,0.6291,0.6915904703679558,0.14835578203201294,1.961877867984469e-05
136,0.0467002897306578,0.7504,0.6974714233311603,0.14143972098827362,1.9611719025767738e-05
137,0.04704367421397146,0.6941,0.6971342809980443,0.14564044773578644,1.960465937169079e-05
138,0.047387058697285114,0.7327,0.7006908528982398,0.14231626689434052,1.959759971761384e-05
139,0.047730443180598776,0.7372,0.7043417676084159,0.13995881378650665,1.9590540063536888e-05
140,0.04807382766391244,0.6595,0.6998575908475743,0.1400562822818756,1.958348040945994e-05
141,0.0484172121472261,0.6217,0.6920418317628168,0.17383815348148346,1.957642075538299e-05
142,0.048760596630539756,0.7011,0.6929476485865351,0.22705934941768646,1.9569361101306038e-05
143,0.04910398111385342,0.6492,0.6885728837278816,0.16343189775943756,1.956230144722909e-05
144,0.04944736559716708,0.8236,0.7020755953550935,0.163991779088974,1.955524179315214e-05
145,0.049790750080480735,0.7316,0.7050280358195842,0.14045700430870056,1.9548182139075188e-05
146,0.0501341345637944,0.6723,0.7017552322376258,0.16574634611606598,1.9541122484998237e-05
147,0.05047751904710806,0.6057,0.6921497090138633,0.2135607898235321,1.9534062830921285e-05
148,0.05082090353042172,0.5897,0.681904738112477,0.15384624898433685,1.9527003176844338e-05
149,0.051164288013735376,0.6782,0.6815342643012293,0.15998414158821106,1.9519943522767387e-05
150,0.05150767249704904,0.8058,0.6939608378711064,0.12839165329933167,1.9512883868690436e-05
151,0.0518510569803627,0.7493,0.6994947540839958,0.146868035197258,1.9505824214613484e-05
152,0.05219444146367636,0.6779,0.6973352786755962,0.2319069504737854,1.9498764560536537e-05
153,0.05253782594699002,0.6911,0.6967117508080366,0.1476394087076187,1.9491704906459586e-05
154,0.05288121043030368,0.7423,0.701270575727233,0.21861618757247925,1.9484645252382634e-05
155,0.05322459491361734,0.6229,0.6934335181545096,0.18097931146621704,1.9477585598305683e-05
156,0.053567979396931004,0.7156,0.6956501663390586,0.22334431111812592,1.9470525944228736e-05
157,0.05391136388024466,0.6846,0.6945451497051528,0.1508731096982956,1.9463466290151784e-05
158,0.05425474836355832,0.7348,0.6985706347346375,0.1390562653541565,1.9456406636074833e-05
159,0.05459813284687198,0.8163,0.7103435712611738,0.16378222405910492,1.9449346981997882e-05
160,0.054941517330185645,0.6918,0.7084892141350564,0.1582416445016861,1.9442287327920935e-05
161,0.0552849018134993,0.6934,0.7069802927215507,0.1328182965517044,1.9435227673843983e-05
162,0.05562828629681296,0.6892,0.7052022634493956,0.1436174213886261,1.9428168019767032e-05
163,0.055971670780126624,0.6857,0.703252037104456,0.14020603895187378,1.942110836569008e-05
164,0.056315055263440286,0.7061,0.7035368333940104,0.13389049470424652,1.941404871161313e-05
165,0.05665843974675394,0.8082,0.7140031500546093,0.13969072699546814,1.9406989057536182e-05
166,0.0570018242300676,0.6662,0.7092228350491484,0.1359948217868805,1.939992940345923e-05
167,0.057345208713381265,0.767,0.7150005515442336,0.1440754234790802,1.939286974938228e-05
168,0.05768859319669493,0.6426,0.7077604963898102,0.1447872519493103,1.9385810095305332e-05
169,0.05803197768000858,0.7266,0.7096444467508292,0.12367179244756699,1.937875044122838e-05
170,0.058375362163322245,0.7119,0.7098700020757462,0.14848308265209198,1.937169078715143e-05
171,0.05871874664663591,0.7796,0.7168430018681716,0.14490780234336853,1.9364631133074482e-05
172,0.05906213112994957,0.6035,0.7055087016813545,0.1488720178604126,1.935757147899753e-05
173,0.059405515613263224,0.669,0.701857831513219,0.23720277845859528,1.935051182492058e-05
174,0.059748900096576886,0.7438,0.7060520483618972,0.21192224323749542,1.934345217084363e-05
175,0.06009228457989055,0.6481,0.7002568435257075,0.13031750917434692,1.933639251676668e-05
176,0.0604356690632042,0.7436,0.7045911591731367,0.13742586970329285,1.932933286268973e-05
177,0.060779053546517865,0.7201,0.7061420432558231,0.15607459843158722,1.932227320861278e-05
178,0.06112243802983153,0.6513,0.7006578389302408,0.2684760093688965,1.931521355453583e-05
179,0.06146582251314519,0.5571,0.6863020550372168,0.1444491147994995,1.930815390045888e-05
180,0.061809206996458844,0.6739,0.685061849533495,0.1689445972442627,1.930109424638193e-05
181,0.06215259147977251,0.6481,0.6813656645801456,0.14124605059623718,1.9294034592304978e-05
182,0.06249597596308617,0.6432,0.677549098122131,0.1449529230594635,1.928697493822803e-05
183,0.06283936044639983,0.6404,0.6738341883099179,0.1466847062110901,1.927991528415108e-05
184,0.06318274492971349,0.7515,0.6816007694789261,0.15878815948963165,1.9272855630074128e-05
185,0.06352612941302715,0.6472,0.6781606925310335,0.13381212949752808,1.9265795975997177e-05
186,0.06386951389634081,0.651,0.6754446232779302,0.21425677835941315,1.925873632192023e-05
187,0.06421289837965447,0.7506,0.6829601609501372,0.1436736136674881,1.9251676667843278e-05
188,0.06455628286296813,0.8464,0.6993041448551236,0.15193626284599304,1.9244617013766327e-05
189,0.06489966734628179,0.6481,0.6941837303696113,0.13934893906116486,1.9237557359689376e-05
190,0.06524305182959544,0.6161,0.6863753573326503,0.1582925021648407,1.9230497705612428e-05
191,0.06558643631290911,0.7902,0.6967578215993853,0.15165209770202637,1.9223438051535477e-05
192,0.06592982079622277,0.6972,0.6968020394394467,0.13587628304958344,1.9216378397458526e-05
193,0.06627320527953644,0.6407,0.691191835495502,0.15659953653812408,1.9209318743381575e-05
194,0.06661658976285009,0.761,0.6981726519459519,0.1997094750404358,1.9202259089304624e-05
195,0.06695997424616375,0.7802,0.7063753867513567,0.3616061210632324,1.9195199435227676e-05
196,0.06730335872947742,0.6269,0.698427848076221,0.14502249658107758,1.9188139781150725e-05
197,0.06764674321279107,0.6731,0.695895063268599,0.21589212119579315,1.9181080127073774e-05
198,0.06799012769610473,0.7259,0.6988955569417391,0.15327611565589905,1.9174020472996823e-05
199,0.0683335121794184,0.6192,0.6909260012475652,0.13860945403575897,1.9166960818919875e-05
200,0.06867689666273205,0.7632,0.6981534011228088,0.15222109854221344,1.9159901164842924e-05
201,0.06902028114604572,0.6207,0.6904080610105279,0.1326475888490677,1.9152841510765973e-05
202,0.06936366562935938,0.6314,0.6845072549094751,0.1406005173921585,1.914578185668902e-05
203,0.06970705011267303,0.7939,0.6954465294185277,0.1944326013326645,1.9138722202612074e-05
204,0.0700504345959867,0.6656,0.6924618764766749,0.15084385871887207,1.9131662548535123e-05
205,0.07039381907930035,0.8075,0.7039656888290075,0.16533544659614563,1.912460289445817e-05
206,0.07073720356261401,0.6811,0.7016791199461068,0.18315041065216064,1.9117543240381224e-05
207,0.07108058804592768,0.7049,0.7020012079514961,0.13867443799972534,1.9110483586304273e-05
208,0.07142397252924133,0.6741,0.6992110871563465,0.15223903954029083,1.910342393222732e-05
209,0.07176735701255499,0.7698,0.7062699784407119,0.1803666651248932,1.9096364278150374e-05
210,0.07211074149586866,0.7418,0.7098229805966407,0.13598208129405975,1.9089304624073423e-05
211,0.07245412597918231,0.6304,0.7018806825369767,0.1333918273448944,1.908224496999647e-05
212,0.07279751046249598,0.5769,0.6893826142832791,0.17578032612800598,1.9075185315919524e-05
213,0.07314089494580964,0.7689,0.6973343528549512,0.14897184073925018,1.9068125661842573e-05
214,0.07348427942912329,0.6855,0.696150917569456,0.14478185772895813,1.906106600776562e-05
215,0.07382766391243696,0.8156,0.7080958258125104,0.19361433386802673,1.905400635368867e-05
216,0.07417104839575062,0.6032,0.6976062432312594,0.18764628469944,1.9046946699611723e-05
217,0.07451443287906427,0.6082,0.6886656189081335,0.37903404235839844,1.903988704553477e-05
218,0.07485781736237794,0.7717,0.6969690570173201,0.19760583341121674,1.903282739145782e-05
219,0.0752012018456916,0.6747,0.6947421513155881,0.15998728573322296,1.902576773738087e-05
220,0.07554458632900526,0.7176,0.6970279361840294,0.14512214064598083,1.901870808330392e-05
221,0.07588797081231892,0.7295,0.7002751425656264,0.1384248286485672,1.901164842922697e-05
222,0.07623135529563257,0.5612,0.6863676283090638,0.13713736832141876,1.900458877515002e-05
223,0.07657473977894624,0.6605,0.6837808654781574,0.1410379409790039,1.899752912107307e-05
224,0.0769181242622599,0.6146,0.6768627789303416,0.1501222550868988,1.899046946699612e-05
225,0.07726150874557355,0.6724,0.6764165010373074,0.1344793438911438,1.898340981291917e-05
226,0.07760489322888722,0.6174,0.6705148509335768,0.1446373462677002,1.897635015884222e-05
227,0.07794827771220088,0.5734,0.660803365840219,0.13819889724254608,1.8969290504765267e-05
228,0.07829166219551455,0.5285,0.6475730292561971,0.13360732793807983,1.8962230850688316e-05
229,0.0786350466788282,0.6155,0.6443657263305774,0.1621849685907364,1.895517119661137e-05
230,0.07897843116214186,0.581,0.6380291536975198,0.16905827820301056,1.8948111542534417e-05
231,0.07932181564545553,0.6967,0.6438962383277679,0.1536666452884674,1.8941051888457466e-05
232,0.07966520012876918,0.7591,0.6554166144949911,0.16088072955608368,1.8933992234380515e-05
233,0.08000858461208284,0.705,0.660374953045492,0.15055617690086365,1.8926932580303567e-05
234,0.0803519690953965,0.7843,0.6727674577409428,0.15936949849128723,1.8919872926226616e-05
235,0.08069535357871016,0.7129,0.6767807119668485,0.16059495508670807,1.8912813272149665e-05
236,0.08103873806202382,0.6507,0.6741726407701637,0.13789217174053192,1.8905753618072714e-05
237,0.08138212254533748,0.6179,0.6685453766931474,0.13637040555477142,1.8898693963995766e-05
238,0.08172550702865114,0.68,0.6696908390238328,0.14834795892238617,1.8891634309918815e-05
239,0.08206889151196481,0.7387,0.6765917551214495,0.15974709391593933,1.8884574655841864e-05
240,0.08241227599527846,0.6642,0.6753525796093046,0.16516318917274475,1.8877515001764913e-05
241,0.08275566047859212,0.6216,0.6699773216483742,0.166209414601326,1.8870455347687965e-05
242,0.08309904496190579,0.6815,0.6711295894835368,0.14816100895404816,1.8863395693611014e-05
243,0.08344242944521944,0.6874,0.6727566305351832,0.13211332261562347,1.8856336039534063e-05
244,0.0837858139285331,0.7022,0.675700967481665,0.12592947483062744,1.8849276385457115e-05
245,0.08412919841184677,0.6071,0.6688408707334985,0.14336106181144714,1.8842216731380164e-05
246,0.08447258289516042,0.7325,0.6752067836601487,0.1502731740474701,1.8835157077303213e-05
247,0.08481596737847409,0.7415,0.681836105294134,0.14848315715789795,1.8828097423226265e-05
248,0.08515935186178775,0.698,0.6834524947647206,0.13962240517139435,1.8821037769149314e-05
249,0.0855027363451014,0.6754,0.6826472452882486,0.14997832477092743,1.8813978115072363e-05
250,0.08584612082841507,0.6748,0.6818625207594238,0.15031997859477997,1.8806918460995415e-05
251,0.08618950531172873,0.6026,0.6739362686834814,0.13972510397434235,1.8799858806918464e-05
252,0.08653288979504238,0.7103,0.6775726418151333,0.16742455959320068,1.8792799152841513e-05
253,0.08687627427835605,0.6993,0.6797453776336201,0.15380917489528656,1.8785739498764562e-05
254,0.0872196587616697,0.677,0.679470839870258,0.14082272350788116,1.8778679844687614e-05
255,0.08756304324498337,0.6626,0.6777837558832323,0.13857197761535645,1.8771620190610663e-05
256,0.08790642772829703,0.6531,0.675315380294909,0.1463020145893097,1.8764560536533712e-05
257,0.08824981221161068,0.6587,0.6736538422654181,0.13785624504089355,1.875750088245676e-05
258,0.08859319669492435,0.6805,0.6743384580388763,0.13077914714813232,1.875044122837981e-05
259,0.08893658117823801,0.6659,0.6734946122349887,0.12581361830234528,1.8743381574302862e-05
260,0.08927996566155166,0.6012,0.6662651510114899,0.14915896952152252,1.873632192022591e-05
261,0.08962335014486533,0.6093,0.660568635910341,0.16359858214855194,1.872926226614896e-05
262,0.08996673462817899,0.7318,0.6676917723193069,0.13904790580272675,1.872220261207201e-05
263,0.09031011911149264,0.6617,0.6670925950873762,0.1527489423751831,1.871514295799506e-05
264,0.09065350359480631,0.7044,0.6708233355786386,0.16929732263088226,1.870808330391811e-05
265,0.09099688807811997,0.63,0.6667410020207747,0.1331409364938736,1.870102364984116e-05
266,0.09134027256143364,0.5848,0.6585469018186972,0.15257304906845093,1.8693963995764208e-05
267,0.09168365704474729,0.7996,0.6726522116368275,0.1531219482421875,1.868690434168726e-05
268,0.09202704152806095,0.6563,0.6710169904731448,0.14581915736198425,1.867984468761031e-05
269,0.09237042601137462,0.725,0.6764152914258303,0.15328168869018555,1.8672785033533358e-05
270,0.09271381049468827,0.6253,0.6713037622832473,0.1345541924238205,1.8665725379456406e-05
271,0.09305719497800193,0.6582,0.6699933860549225,0.14319857954978943,1.865866572537946e-05
272,0.0934005794613156,0.6386,0.6668540474494303,0.17856574058532715,1.8651606071302508e-05
273,0.09374396394462925,0.6269,0.6628586427044874,0.1284092664718628,1.8644546417225556e-05
274,0.09408734842794292,0.8113,0.6777027784340387,0.1490418165922165,1.8637486763148605e-05
275,0.09443073291125657,0.6873,0.6786625005906348,0.17016854882240295,1.8630427109071658e-05
276,0.09477411739457023,0.7062,0.6814162505315714,0.16085880994796753,1.8623367454994707e-05
277,0.0951175018778839,0.5044,0.6637146254784143,0.12415120750665665,1.8616307800917755e-05
